Date;Close
2019-11-04;120.82
2019-11-05;120.36
2019-11-06;122.08
2019-11-07;122.7
2019-11-08;123.26
2019-11-11;123.54
2019-11-12;123.34
2019-11-13;122.12
2019-11-14;121.56
2019-11-15;122.6
2019-11-18;122.06
2019-11-19;122.66
2019-11-20;122.26
2019-11-21;122.36
2019-11-22;122.8
2019-11-25;123.36
2019-11-26;122.4
2019-11-27;123.04
2019-11-28;122.52
2019-11-29;123.48
2019-12-02;119.44
2019-12-03;120.16
2019-12-04;122.08
2019-12-05;121.24
2019-12-06;122.2
2019-12-09;121.94
2019-12-10;121.74
2019-12-11;121.4
2019-12-12;122.12
2019-12-13;124.16
2019-12-16;124.72
2019-12-17;120.56
2019-12-18;119.58
2019-12-19;119.56
2019-12-20;120.94
2019-12-23;120.76
2019-12-27;121.4
2019-12-30;120.32
2020-01-02;122.0
2020-01-03;120.46
2020-01-06;119.56
2020-01-07;120.1
2020-01-08;120.82
2020-01-09;123.16
2020-01-10;123.76
2020-01-13;123.76
2020-01-14;123.6
2020-01-15;123.0
2020-01-16;122.44
2020-01-17;125.96
2020-01-20;125.66
2020-01-21;126.2
2020-01-22;126.6
2020-01-23;123.84
2020-01-24;126.9
2020-01-27;122.46
2020-01-28;119.84
2020-01-29;120.0
2020-01-30;118.18
2020-01-31;117.82
2020-02-03;120.0
2020-02-04;122.98
2020-02-05;124.6
2020-02-06;124.42
2020-02-07;124.08
2020-02-10;123.66
2020-02-11;125.36
2020-02-12;126.82
2020-02-13;126.8
2020-02-14;127.14
2020-02-17;127.4
2020-02-18;127.32
2020-02-19;129.44
2020-02-20;127.8
2020-02-21;126.16
2020-02-24;121.24
2020-02-25;119.28
2020-02-26;118.76
2020-02-27;115.54
2020-02-28;111.56
2020-03-02;111.0
2020-03-03;112.94
2020-03-04;111.5
2020-03-05;110.24
2020-03-06;107.52
2020-03-09;98.94
2020-03-10;100.66
2020-03-11;100.64
2020-03-12;90.9
2020-03-13;94.23
