Date;Close
2019-11-25;16.871
2019-11-26;17.03
2019-11-27;16.912
2019-12-02;16.836
2019-12-03;17.125
2019-12-04;16.797
2019-12-05;16.942
2019-12-06;16.481
2019-12-09;16.532
2019-12-10;16.596
2019-12-11;16.744
2019-12-12;16.845
2019-12-13;16.912
2019-12-16;17.019
2019-12-17;16.978
2019-12-18;16.953
2019-12-19;17.058
2019-12-20;17.128
2019-12-23;17.403
2019-12-26;17.894
2019-12-27;17.849
2019-12-30;17.908
2019-12-31;17.828
2020-01-02;17.966
2020-01-03;18.068
2020-01-05;18.215
2020-01-06;18.097
2020-01-07;18.316
2020-01-08;18.088
2020-01-09;17.86
2020-01-10;18.033
2020-01-12;18.075
2020-01-13;17.926
2020-01-14;17.674
2020-01-15;17.923
2020-01-16;17.875
2020-01-17;18.013
2020-01-19;18.045
2020-01-21;17.751
2020-01-22;17.771
2020-01-23;17.773
2020-01-24;18.057
2020-01-26;18.245
2020-01-27;18.0
2020-01-28;17.402
2020-01-29;17.431
2020-01-30;17.952
2020-01-31;17.972
2020-02-02;18.07
2020-02-03;17.64
2020-02-04;17.528
2020-02-05;17.569
2020-02-06;17.789
2020-02-07;17.665
2020-02-09;17.72
2020-02-10;17.758
2020-02-11;17.573
2020-02-12;17.478
2020-02-13;17.6
2020-02-14;17.715
2020-02-16;17.69
2020-02-18;18.131
2020-02-19;18.292
2020-02-20;18.309
2020-02-21;18.521
2020-02-23;18.645
2020-02-24;18.868
2020-02-25;18.183
2020-02-26;17.826
2020-02-27;17.8
2020-02-28;16.68
2020-03-01;16.535
2020-03-02;16.825
2020-03-03;17.27
2020-03-04;17.18
2020-03-05;17.485
2020-03-06;17.345
2020-03-08;17.53
2020-03-09;16.915
2020-03-10;16.985
2020-03-11;16.78
2020-03-12;15.665
2020-03-13;15.76
