Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-11-11;116,1729;116,1729;116,1729;116,1729;;
2019-11-08;116,8378;116,8378;116,8378;116,8378;;
2019-11-07;116,2512;116,2512;116,2512;116,2512;;
2019-11-06;115,7134;115,7134;115,7134;115,7134;;
2019-11-05;114,8236;114,8236;114,8236;114,8236;;
2019-11-04;113,2395;113,2395;113,2395;113,2395;;
2019-11-01;111,3719;111,3719;111,3719;111,3719;;
2019-10-31;111,3426;111,3426;111,3426;111,3426;;
2019-10-30;112,5942;112,5942;112,5942;112,5942;;
2019-10-29;113,1711;113,1711;113,1711;113,1711;;
2019-10-28;112,9266;112,9266;112,9266;112,9266;;
2019-10-25;111,7239;111,7239;111,7239;111,7239;;
2019-10-24;111,9097;111,9097;111,9097;111,9097;;
2019-10-23;111,2741;111,2741;111,2741;111,2741;;
2019-10-22;110,8146;110,8146;110,8146;110,8146;;
2019-10-21;110,4137;110,4137;110,4137;110,4137;;
2019-10-18;109,6999;109,6999;109,6999;109,6999;;
2019-10-17;110,1203;110,1203;110,1203;110,1203;;
2019-10-16;109,3381;109,3381;109,3381;109,3381;;
2019-10-15;108,7612;108,7612;108,7612;108,7612;;
2019-10-14;107,9594;107,9594;107,9594;107,9594;;
2019-10-11;107,2651;107,2651;107,2651;107,2651;;
2019-10-10;104,6251;104,6251;104,6251;104,6251;;
2019-10-09;104,5566;104,5566;104,5566;104,5566;;
2019-10-08;105,2509;105,2509;105,2509;105,2509;;
2019-10-07;105,5149;105,5149;105,5149;105,5149;;
2019-10-04;104,8597;104,8597;104,8597;104,8597;;
2019-10-02;107,3336;107,3336;107,3336;107,3336;;
2019-10-01;109,7781;109,7781;109,7781;109,7781;;
2019-09-30;109,0643;109,0643;109,0643;109,0643;;
2019-09-27;109,0447;109,0447;109,0447;109,0447;;





