Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2020-02-11;17,221;17,371;17,221;17,318;60;1.036
2020-02-10;17,20;17,212;17,131;17,212;4.955;85.140
2020-02-07;17,231;17,231;17,197;17,212;0;0
2020-02-06;17,212;17,233;17,157;17,231;181;3.115
2020-02-05;16,879;17,157;16,877;17,157;0;0
2020-02-04;16,68;16,86;16,667;16,817;430;7.217
2020-02-03;16,815;16,815;16,572;16,607;2.592;43.156
2020-01-31;16,79;16,864;16,501;16,501;1.030;17.023
2020-01-30;16,721;16,851;16,721;16,781;3.820;64.168
2020-01-29;16,875;16,949;16,873;16,949;0;0
2020-01-28;16,801;16,905;16,738;16,884;2.824;47.398
2020-01-27;16,934;16,934;16,742;16,801;1.371;23.191
2020-01-24;17,029;17,32;17,029;17,107;147;2.505
2020-01-23;17,066;17,121;17,011;17,06;0;0
2020-01-22;17,147;17,191;17,088;17,106;895;15.333
2020-01-21;17,03;17,151;17,03;17,119;1.741;29.732
2020-01-20;17,139;17,237;17,139;17,231;1.170;20.131
2020-01-17;17,123;17,301;17,123;17,291;3.236;55.892
2020-01-16;17,003;17,133;16,974;17,081;4.602;78.464
2020-01-15;17,018;17,042;16,985;17,015;0;0
2020-01-14;17,022;17,081;16,922;17,059;2.035;34.478
2020-01-13;17,003;17,124;16,988;17,00;100;1.704
2020-01-10;17,024;17,121;16,989;17,004;111;1.889
2020-01-09;17,10;17,10;17,013;17,013;1.470;25.127
2020-01-08;16,849;17,05;16,845;17,038;1.507;25.537
2020-01-07;16,888;17,04;16,888;16,891;3.010;50.878
2020-01-06;16,80;16,85;16,681;16,842;568;9.520
2020-01-03;16,724;16,866;16,724;16,83;1.223;20.507
2020-01-02;16,799;16,928;16,799;16,902;0;0
2019-12-30;17,00;17,00;16,825;16,845;563;9.527
2019-12-27;16,893;16,908;16,833;16,835;278;4.697
2019-12-23;16,789;16,839;16,789;16,827;0;0
2019-12-20;16,702;16,867;16,702;16,867;35;585
2019-12-19;16,674;16,681;16,613;16,668;608;10.133
2019-12-18;16,653;16,738;16,653;16,679;100;1.672
2019-12-17;16,799;16,799;16,681;16,719;2.718;45.503
2019-12-16;16,645;16,834;16,633;16,82;1.306;21.871
2019-12-13;16,597;16,622;16,551;16,574;2.261;37.534
2019-12-12;16,281;16,426;16,243;16,368;0;0
2019-12-11;16,276;16,334;16,255;16,331;0;0
2019-12-10;16,197;16,261;16,097;16,261;177;2.872
2019-12-09;16,28;16,339;16,273;16,308;512;8.344
2019-12-06;16,29;16,339;16,174;16,339;2.493;40.572
2019-12-05;16,223;16,272;16,183;16,207;0;0
2019-12-04;16,001;16,192;15,917;16,129;1.583;25.520
2019-12-03;16,143;16,151;15,987;16,001;100;1.609
2019-12-02;16,539;16,539;16,066;16,09;1.014;16.650
2019-11-29;16,379;16,479;16,379;16,382;0;0
2019-11-28;16,431;16,431;16,417;16,422;0;0
2019-11-27;16,419;16,50;16,367;16,434;7.312;120.648
2019-11-26;16,328;16,417;16,328;16,404;449;7.347
2019-11-25;16,284;16,366;16,284;16,366;0;0
2019-11-22;16,16;16,275;16,101;16,24;34;553
2019-11-21;16,107;16,179;16,095;16,167;3.771;60.739
2019-11-20;16,217;16,219;16,133;16,142;74;1.195
2019-11-19;16,329;16,434;16,269;16,292;2.400;39.360
2019-11-18;16,301;16,321;16,237;16,302;414;6.752
2019-11-15;16,255;16,278;16,19;16,26;300;4.880
2019-11-14;16,237;16,25;16,161;16,21;0;0
2019-11-13;16,243;16,317;16,21;16,287;1.468;23.918
2019-11-12;16,279;16,352;16,228;16,335;517;8.434
2019-11-11;16,154;16,28;16,154;16,261;873;14.137
2019-11-08;16,223;16,277;16,181;16,253;809;13.150
2019-11-07;16,231;16,276;16,221;16,238;237;3.849
2019-11-06;16,072;16,166;16,041;16,144;3.615;58.349
2019-11-05;16,011;16,09;16,011;16,04;20;322
2019-11-04;15,886;16,007;15,886;15,959;849;13.545
2019-11-01;15,795;15,89;15,792;15,89;0;0
2019-10-31;15,905;15,918;15,793;15,82;0;0
2019-10-30;15,844;15,94;15,779;15,881;156;2.479
2019-10-29;15,86;15,889;15,802;15,88;205;3.249
2019-10-28;15,83;15,889;15,811;15,877;150;2.375
2019-10-25;15,768;15,807;15,703;15,794;0;0
2019-10-24;15,657;15,808;15,657;15,762;1.197;18.814
2019-10-23;15,598;15,689;15,589;15,672;0;0
2019-10-22;15,618;15,669;15,563;15,669;125;1.954
2019-10-21;15,488;15,65;15,488;15,603;89;1.387
2019-10-18;15,697;15,697;15,438;15,476;1.316;20.646
2019-10-17;15,51;15,657;15,483;15,509;346;5.392
2019-10-16;15,558;15,568;15,506;15,525;0;0
2019-10-15;15,443;15,59;15,424;15,58;300;4.650
2019-10-14;15,428;15,428;15,303;15,369;3.215;49.315
2019-10-11;15,184;15,46;15,184;15,445;450;6.913
2019-10-10;15,047;15,148;15,00;15,114;200;3.020
2019-10-09;15,00;15,037;15,00;15,022;0;0
2019-10-08;15,153;15,153;15,00;15,00;200;3.004
2019-10-07;15,042;15,198;15,02;15,198;350;5.280
2019-10-04;15,00;15,015;14,853;15,015;1.500;22.500
2019-10-02;15,334;15,334;14,893;14,893;0;0
2019-10-01;15,646;15,646;15,325;15,337;550;8.560
2019-09-30;15,508;15,579;15,504;15,578;0;0
2019-09-27;15,63;15,63;15,423;15,436;20;313





