Date;Close
2019-09-27;12380.94
2019-09-30;12428.08
2019-10-01;12263.83
2019-10-02;11925.25
2019-10-04;12012.81
2019-10-07;12097.43
2019-10-08;11970.2
2019-10-09;12094.26
2019-10-10;12164.2
2019-10-11;12511.65
2019-10-14;12486.56
2019-10-15;12629.79
2019-10-16;12670.11
2019-10-17;12654.95
2019-10-18;12633.6
2019-10-21;12747.96
2019-10-22;12754.69
2019-10-23;12798.19
2019-10-24;12872.1
2019-10-25;12894.51
2019-10-28;12941.71
2019-10-29;12939.62
2019-10-30;12910.23
2019-10-31;12866.79
2019-11-01;12961.05
2019-11-04;13136.28
2019-11-05;13148.5
2019-11-06;13179.89
2019-11-07;13289.46
2019-11-08;13228.56
2019-11-11;13198.37
2019-11-12;13283.51
2019-11-13;13230.07
2019-11-14;13180.23
2019-11-15;13241.75
2019-11-18;13207.01
2019-11-19;13221.12
2019-11-20;13158.14
2019-11-21;13137.7
2019-11-22;13163.88
2019-11-25;13246.45
2019-11-26;13236.42
2019-11-27;13287.07
2019-11-28;13245.58
2019-11-29;13236.38
2019-12-02;12964.68
2019-12-03;12989.29
2019-12-04;13140.57
2019-12-05;13054.8
2019-12-06;13166.58
2019-12-09;13105.61
2019-12-10;13070.72
2019-12-11;13146.74
2019-12-12;13221.64
2019-12-13;13282.72
2019-12-16;13407.66
2019-12-17;13287.83
2019-12-18;13222.16
2019-12-19;13211.96
2019-12-20;13318.9
2019-12-23;13300.98
2019-12-27;13337.11
2019-12-30;13249.01
2020-01-02;13385.93
2020-01-03;13219.14
2020-01-06;13126.99
2020-01-07;13226.83
2020-01-08;13320.18
2020-01-09;13495.06
2020-01-10;13483.31
2020-01-13;13451.52
2020-01-14;13456.49
2020-01-15;13432.3
2020-01-16;13429.43
2020-01-17;13526.13
2020-01-20;13548.94
2020-01-21;13555.87
2020-01-22;13515.75
2020-01-23;13388.42
2020-01-24;13576.68
2020-01-27;13204.77
2020-01-28;13323.69
2020-01-29;13345
2020-01-30;13157.12
2020-01-31;12981.97
2020-02-03;13045.19
2020-02-04;13281.74
2020-02-05;13478.33
2020-02-06;13574.82
2020-02-07;13513.81
2020-02-10;13494.03
2020-02-11;13627.84
2020-02-12;13749.78
2020-02-13;13745.43
2020-02-14;13744.21
2020-02-17;13783.89
2020-02-18;13681.19
2020-02-19;13789
2020-02-20;13664
2020-02-21;13579.33
2020-02-24;13035.24
2020-02-25;12790.49
2020-02-26;12774.88
2020-02-27;12367.46
2020-02-28;11890.35
2020-03-02;11857.87
2020-03-03;11985.39
2020-03-04;12127.69
2020-03-05;11944.72
2020-03-06;11541.87
2020-03-09;10625.02
2020-03-10;10475.49
2020-03-11;10438.68
2020-03-12;9161.13
2020-03-13;9232.08
2020-03-16;8742.25
2020-03-17;8939.1
2020-03-18;8441.71
2020-03-19;8610.43
2020-03-20;8928.95
2020-03-23;8741.15
2020-03-24;9700.57
2020-03-25;9874.26
2020-03-26;10000.96
2020-03-27;9632.52
