Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-10-15;186,31;186,31;186,31;186,31;;
2019-10-14;186,18;186,18;186,18;186,18;;
2019-10-11;184,30;184,30;184,30;184,30;;
2019-10-10;184,30;184,30;184,30;184,30;;
2019-10-09;183,76;183,76;183,76;183,76;;
2019-10-08;185,64;185,64;185,64;185,64;;
2019-10-07;185,50;185,50;185,50;185,50;;
2019-10-04;183,39;183,39;183,39;183,39;;
2019-10-03;182,81;182,81;182,81;182,81;;
2019-10-02;185,86;185,86;185,86;185,86;;
2019-10-01;188,00;188,00;188,00;188,00;;
2019-09-30;186,81;186,81;186,81;186,81;;
2019-09-27;188,07;188,07;188,07;188,07;;





