Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-12-13;14,93;14,93;14,758;14,762;12.502.008;185.036.464
2019-12-12;14,932;14,94;14,77;14,778;10.494.836;155.483.600
2019-12-11;14,892;14,954;14,804;14,896;8.348.248;124.301.976
2019-12-10;14,968;14,976;14,784;14,892;10.256.460;152.518.320
2019-12-09;15,05;15,086;15,00;15,024;5.854.066;87.989.040
2019-12-06;15,022;15,114;14,968;15,064;6.354.957;95.709.040
2019-12-05;15,064;15,094;14,996;15,01;6.929.593;104.190.832
2019-12-04;14,948;15,046;14,856;15,032;9.543.572;142.912.784
2019-12-03;14,972;14,99;14,864;14,918;11.017.685;164.483.968
2019-12-02;15,30;15,312;14,898;14,906;13.205.954;198.175.648
2019-11-29;15,20;15,306;15,156;15,236;7.778.433;118.567.160
2019-11-28;15,22;15,27;15,18;15,212;4.384.133;66.713.132
2019-11-27;15,052;15,35;15,022;15,252;13.829.992;210.492.736
2019-11-26;15,08;15,10;14,97;15,052;13.241.276;199.096.544
2019-11-25;15,11;15,128;15,052;15,078;6.058.437;91.370.064
2019-11-22;15,102;15,162;15,058;15,098;8.843.706;133.562.248
2019-11-21;15,102;15,144;15,054;15,06;10.244.944;154.536.608
2019-11-20;15,136;15,142;15,048;15,10;8.222.629;124.069.968
2019-11-19;15,236;15,25;15,106;15,156;8.366.225;126.887.616
2019-11-18;15,214;15,242;15,108;15,208;11.510.994;174.829.968
2019-11-15;15,23;15,232;15,088;15,194;12.483.791;189.421.536
2019-11-14;15,25;15,28;15,118;15,128;9.481.023;143.764.672
2019-11-13;15,354;15,41;15,254;15,28;7.976.825;122.050.048
2019-11-12;15,332;15,398;15,246;15,352;7.639.054;117.232.232
2019-11-11;15,32;15,362;15,268;15,298;9.220.167;141.127.520
2019-11-08;15,32;15,586;15,294;15,44;14.046.374;217.135.888
2019-11-07;15,45;15,466;15,09;15,356;24.791.976;378.937.696
2019-11-06;15,606;15,718;15,586;15,676;7.321.126;114.700.992
2019-11-05;15,686;15,686;15,558;15,636;7.734.064;120.843.624
2019-11-04;15,674;15,708;15,502;15,666;7.973.279;124.615.984
2019-11-01;15,85;15,852;15,586;15,616;8.266.126;129.322.952
2019-10-31;15,704;15,846;15,682;15,768;10.483.739;165.302.672
2019-10-30;15,712;15,76;15,64;15,718;6.492.048;101.975.696
2019-10-29;15,942;15,95;15,608;15,66;10.159.439;159.410.496
2019-10-28;15,968;15,97;15,816;15,904;7.919.133;125.780.784
2019-10-25;16,006;16,014;15,872;16,006;6.583.589;105.112.768
2019-10-24;16,216;16,24;15,968;15,992;10.827.792;173.563.936
2019-10-23;16,134;16,256;16,102;16,254;8.058.474;130.622.352
2019-10-22;15,992;16,166;15,944;16,142;8.831.555;142.268.864
2019-10-21;15,94;16,076;15,92;15,982;9.850.307;157.485.744
2019-10-18;15,858;15,932;15,774;15,932;10.141.910;161.142.928
2019-10-17;15,686;15,932;15,686;15,842;12.305.976;194.897.216
2019-10-16;15,728;15,774;15,554;15,708;11.786.605;184.850.112
2019-10-15;15,558;15,778;15,538;15,722;11.380.601;178.638.832
2019-10-14;15,446;15,52;15,424;15,496;5.973.679;92.513.048
2019-10-11;15,314;15,464;15,26;15,456;10.727.258;165.476.688
2019-10-10;15,354;15,394;15,246;15,304;10.646.200;163.156.832
2019-10-09;15,274;15,47;15,26;15,35;7.166.670;110.131.720
2019-10-08;15,25;15,32;15,172;15,272;7.194.802;109.792.808
2019-10-07;15,064;15,25;15,064;15,25;5.353.696;81.426.168
2019-10-04;15,094;15,14;15,004;15,132;9.200.288;138.846.816
2019-10-02;15,332;15,372;15,052;15,052;10.061.426;152.458.128
2019-10-01;15,40;15,476;15,28;15,338;7.800.446;119.792.760
2019-09-30;15,33;15,42;15,294;15,394;6.759.195;103.963.440
2019-09-27;15,45;15,488;15,36;15,362;6.884.774;105.994.464





