Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-12-06;427,516;429,974;426,621;429,881;0;0
2019-12-05;428,394;430,721;426,152;426,838;2;857
2019-12-04;424,059;430,721;423,941;428,537;23;9.862
2019-12-03;424,702;426,421;423,944;424,381;6;2.548
2019-12-02;434,95;434,95;422,821;423,821;1;435
2019-11-29;429,991;433,419;429,991;432,491;11;4.766
2019-11-28;431,724;433,499;431,421;432,394;12;5.184
2019-11-27;434,70;434,70;431,339;433,395;60;25.983
2019-11-26;434,825;434,825;429,841;431,741;7;3.020
2019-11-25;427,41;430,36;427,41;430,274;53;22.705
2019-11-22;423,987;427,802;423,987;426,623;232;98.365
2019-11-21;424,859;429,322;423,155;425,873;100;42.932
2019-11-20;428,05;429,627;424,917;424,917;10;4.296
2019-11-19;430,50;434,799;428,823;429,294;60;26.011
2019-11-18;431,80;432,619;427,461;430,934;118;50.963
2019-11-15;428,646;430,423;427,481;430,423;56;24.072
2019-11-14;426,248;428,001;426,001;427,613;25;10.673
2019-11-13;426,591;428,376;423,981;428,153;64;27.397
2019-11-12;427,392;429,999;427,392;428,904;49;21.056
2019-11-11;421,602;427,465;421,602;427,465;478;202.662
2019-11-08;425,251;428,90;424,586;426,319;15;6.434
2019-11-07;426,00;427,139;423,73;427,139;32;13.629
2019-11-06;422,49;425,619;421,846;422,647;30;12.731
2019-11-05;422,451;425,00;422,195;422,932;264;112.021
2019-11-04;417,557;424,939;417,557;422,46;337;141.284
2019-11-01;414,614;418,00;414,062;417,437;65;27.026
2019-10-31;414,54;414,54;410,648;413,201;0;0
2019-10-30;416,79;416,79;411,041;413,512;63;26.251
2019-10-29;413,49;413,70;412,14;413,356;27;11.168
2019-10-28;413,80;414,876;411,717;413,559;109;45.055
2019-10-25;410,878;411,638;409,773;411,638;0;0
2019-10-24;409,524;413,339;409,524;410,253;181;74.602
2019-10-23;407,304;411,263;407,304;408,664;95;39.000
2019-10-22;409,997;411,80;408,861;409,853;75;30.876
2019-10-21;406,609;410,554;406,574;408,895;0;0
2019-10-18;406,255;407,647;404,942;405,88;24;9.742
2019-10-17;406,351;411,102;405,915;406,562;31;12.706
2019-10-16;405,366;407,387;404,777;406,702;0;0
2019-10-15;399,998;406,463;399,998;405,884;66;26.599
2019-10-14;399,68;400,749;397,361;400,356;0;0
2019-10-11;392,533;402,174;392,533;400,823;145;57.710
2019-10-10;389,283;391,881;387,596;389,447;0;0
2019-10-09;388,167;391,227;388,089;389,356;0;0
2019-10-08;392,939;392,939;386,124;387,719;0;0
2019-10-07;393,335;393,335;387,54;392,532;25;9.833
2019-10-04;385,555;389,145;382,816;389,145;0;0
2019-10-02;393,122;393,122;381,641;382,547;5;1.929
2019-10-01;401,461;401,461;392,719;392,719;115;45.995
2019-09-30;402,729;402,729;397,842;400,208;11;4.417
2019-09-27;397,517;400,136;396,693;396,693;25;9.967





