Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2020-02-04;53,05;56,00;53,05;55,60;24.505;1.345.262
2020-02-03;53,00;53,55;52,80;52,80;13.266;704.153
2020-01-31;54,00;54,20;52,25;52,60;21.485;1.133.613
2020-01-30;53,85;56,35;53,45;53,55;32.241;1.766.467
2020-01-29;53,60;55,55;52,40;54,05;35.725;1.924.758
2020-01-28;52,15;54,15;51,55;53,95;26.065;1.380.155
2020-01-27;54,00;54,80;52,05;52,45;33.427;1.781.907
2020-01-24;51,70;54,30;51,70;53,20;31.501;1.685.680
2020-01-23;51,55;52,25;50,80;51,20;24.848;1.279.466
2020-01-22;50,90;51,85;50,65;50,90;28.851;1.471.844
2020-01-21;52,65;52,85;51,15;51,45;28.952;1.495.729
2020-01-20;50,30;53,95;50,30;53,90;57.298;2.995.549
2020-01-17;55,50;56,25;49,72;50,00;91.852;4.853.011
2020-01-16;55,55;56,75;55,40;55,80;8.386;468.170
2020-01-15;56,50;56,50;55,25;56,00;13.970;780.844
2020-01-14;56,40;57,25;55,85;55,90;16.740;944.003
2020-01-13;56,80;57,35;55,80;56,50;13.769;776.443
2020-01-10;56,50;58,00;55,80;56,00;22.035;1.247.841
2020-01-09;56,20;58,70;56,20;57,05;22.977;1.321.804
2020-01-08;55,25;56,45;55,10;56,00;12.875;719.751
2020-01-07;55,35;56,35;55,35;55,60;11.939;665.647
2020-01-06;55,05;55,55;54,45;55,25;16.445;904.275
2020-01-03;55,05;55,35;54,60;55,35;10.461;576.776
2020-01-02;55,05;56,45;55,05;55,45;12.426;692.151
2019-12-30;55,30;55,70;55,15;55,70;5.196;288.439
2019-12-27;54,35;55,80;54,30;55,10;21.714;1.198.282
2019-12-23;54,25;55,20;54,25;54,85;14.478;794.903
2019-12-20;53,50;55,10;53,35;54,45;101.062;5.501.072
2019-12-19;52,75;53,70;52,75;53,50;18.026;959.223
2019-12-18;54,15;54,15;52,15;53,05;18.289;965.851
2019-12-17;55,00;55,20;53,70;54,50;18.834;1.023.990
2019-12-16;55,55;55,95;54,35;55,40;13.389;739.134
2019-12-13;55,40;55,40;54,35;55,10;12.902;708.124
2019-12-12;54,50;55,50;54,25;55,05;18.757;1.031.218
2019-12-11;53,25;54,90;53,25;54,55;16.956;921.801
2019-12-10;54,45;54,70;53,40;54,35;21.357;1.153.186
2019-12-09;55,55;56,45;53,95;54,95;18.586;1.019.462
2019-12-06;56,90;57,05;55,15;55,65;12.711;708.978
2019-12-05;56,15;56,75;56,15;56,65;15.295;864.567
2019-12-04;53,65;56,65;53,65;56,35;21.902;1.219.539
2019-12-03;54,40;54,60;53,40;54,00;18.098;976.837
2019-12-02;55,45;56,25;54,35;54,80;13.109;724.878
2019-11-29;55,10;56,05;54,40;55,60;17.444;965.402
2019-11-28;56,75;56,75;54,95;55,45;12.104;673.671
2019-11-27;58,75;58,75;56,20;56,40;14.881;846.077
2019-11-26;57,45;58,95;57,00;58,55;15.592;904.580
2019-11-25;58,50;59,40;57,60;57,60;23.350;1.359.152
2019-11-22;57,05;58,25;56,20;57,70;26.123;1.504.004
2019-11-21;55,55;57,45;55,15;57,00;18.948;1.071.001
2019-11-20;55,00;56,40;53,85;56,35;19.635;1.091.060
2019-11-19;56,05;57,30;53,30;54,75;54.398;3.001.664
2019-11-18;56,10;58,20;56,10;57,40;30.904;1.773.414
2019-11-15;55,15;56,45;55,15;56,05;10.728;600.817
2019-11-14;53,45;55,40;52,25;55,15;22.830;1.238.822
2019-11-13;56,00;56,00;53,15;53,35;29.753;1.604.539
2019-11-12;56,60;56,65;55,55;55,55;7.462;417.300
2019-11-11;56,45;56,85;55,85;56,25;25.548;1.437.642
2019-11-08;56,85;56,85;55,35;56,55;20.547;1.155.968
2019-11-07;54,45;56,80;54,40;56,45;34.575;1.932.835
2019-11-06;52,95;54,55;52,80;54,40;31.943;1.705.608
2019-11-05;52,65;53,55;52,50;52,95;20.077;1.063.831
2019-11-04;53,15;53,95;52,60;52,85;23.352;1.241.923
2019-11-01;53,05;53,15;52,45;52,85;13.728;725.899
2019-10-31;52,60;53,45;52,00;52,55;15.148;799.262
2019-10-30;52,80;52,95;51,80;52,25;9.972;521.062
2019-10-29;52,85;53,30;51,85;52,35;13.985;733.327
2019-10-28;52,40;53,35;52,00;53,15;14.952;792.109
2019-10-25;52,75;52,75;52,05;52,25;6.163;322.342
2019-10-24;53,35;54,15;52,10;52,15;12.712;671.000
2019-10-23;54,00;54,40;53,00;53,35;7.638;408.827
2019-10-22;54,05;55,35;54,05;54,40;13.909;755.932
2019-10-21;55,00;55,60;53,95;54,95;26.607;1.459.926
2019-10-18;54,65;55,95;53,20;53,95;35.137;1.909.857
2019-10-17;53,55;55,45;52,80;54,90;49.225;2.678.617
2019-10-16;52,85;54,50;51,50;53,50;43.116;2.285.384
2019-10-15;47,40;53,25;47,36;53,25;73.676;3.773.853
2019-10-14;45,40;47,96;45,30;47,74;19.509;922.996
2019-10-11;45,90;46,70;45,74;46,32;8.487;393.015
2019-10-10;45,20;46,90;45,16;45,16;6.946;316.520
2019-10-09;45,04;45,50;44,70;44,94;14.527;653.768
2019-10-08;46,68;46,96;45,10;45,10;18.820;856.129
2019-10-07;45,26;47,36;45,10;46,84;13.209;612.881
2019-10-04;44,20;45,56;44,02;45,38;60.843;2.708.593
2019-10-02;43,30;45,04;43,26;43,92;40.514;1.772.236
2019-10-01;41,44;41,68;40,72;41,24;15.020;620.262
2019-09-30;41,74;41,74;40,18;40,72;28.066;1.146.917
2019-09-27;42,50;42,50;41,24;41,24;24.024;999.575





