Date;Close
2019-09-27;26.37
2019-09-30;25.92
2019-10-01;25.506
2019-10-02;24.57
2019-10-04;25.02
2019-10-07;25.34
2019-10-08;24.90
2019-10-09;25.368
2019-10-10;25.116
2019-10-11;25.784
2019-10-14;25.374
2019-10-15;25.396
2019-10-16;25.412
2019-10-17;24.958
2019-10-18;25.20
2019-10-21;24.902
2019-10-22;25.444
2019-10-23;25.616
2019-10-24;26.198
2019-10-25;26.296
2019-10-28;26.166
2019-10-29;26.258
2019-10-30;25.83
2019-10-31;25.332
2019-11-01;25.758
2019-11-04;26.706
2019-11-05;26.954
2019-11-06;26.70
2019-11-07;26.904
2019-11-08;26.722
2019-11-11;26.796
2019-11-12;26.834
2019-11-13;26.922
2019-11-14;26.944
2019-11-15;27.204
2019-11-18;26.574
2019-11-19;26.278
2019-11-20;26.83
2019-11-21;27.12
2019-11-22;27.148
2019-11-25;27.232
2019-11-26;27.414
2019-11-27;27.384
2019-11-28;27.432
2019-11-29;26.594
2019-12-02;26.634
2019-12-03;26.46
2019-12-04;27.312
2019-12-05;27.532
2019-12-06;27.964
2019-12-09;27.89
2019-12-10;27.94
2019-12-11;27.452
2019-12-12;27.806
2019-12-13;28.056
2019-12-16;28.246
2019-12-17;28.432
2019-12-18;28.592
2019-12-19;28.804
2019-12-20;28.72
2019-12-23;28.752
2019-12-27;29.224
2019-12-30;29.326
2020-01-02;28.702
2020-01-03;29.75
2020-01-06;30.09
2020-01-07;29.806
2020-01-08;29.132
2020-01-09;28.736
2020-01-10;28.768
2020-01-13;28.154
2020-01-14;28.342
2020-01-15;27.94
2020-01-16;28.386
2020-01-17;28.432
2020-01-20;28.64
2020-01-21;28.41
2020-01-22;27.854
2020-01-23;27.34
2020-01-24;26.756
2020-01-27;26.038
2020-01-28;26.55
2020-01-29;26.426
2020-01-30;25.748
2020-01-31;25.474
2020-02-03;24.448
2020-02-04;24.552
2020-02-05;25.092
2020-02-06;24.67
2020-02-07;24.732
2020-02-10;24.252
2020-02-11;24.366
2020-02-12;25.192
2020-02-13;25.446
2020-02-14;25.866
2020-02-17;25.928
2020-02-18;25.844
2020-02-19;26.786
2020-02-20;26.896
2020-02-21;26.102
2020-02-24;24.894
2020-02-25;24.808
2020-02-26;24.386
2020-02-27;22.94
2020-02-28;22.17
2020-03-02;22.798
2020-03-03;22.986
2020-03-04;22.834
2020-03-05;22.438
2020-03-06;20.004
2020-03-09;15.78
2020-03-10;16.403
2020-03-11;16.334
2020-03-12;15.238
2020-03-13;15.615
2020-03-16;14.052
2020-03-17;14.03
2020-03-18;12.527
2020-03-19;13.125
2020-03-20;14.043
2020-03-23;12.714
2020-03-24;13.543
2020-03-25;13.358
2020-03-26;13.029
2020-03-27;12.216
